DOB_WK,"Total","Sunday","Monday","Tuesday","Wednesday","Thursday","Friday","Saturday"
"DOB_TT",
"0832",102,13,12,16,16,18,16,11
"0833",93,5,13,15,16,19,11,14
"0834",104,6,7,17,16,23,18,17
"0835",111,9,15,20,16,18,18,15
"0836",114,12,15,24,20,17,8,18
"0837",95,9,18,12,18,15,10,13
"0838",106,11,6,23,23,20,14,9
"0839",101,8,9,21,24,18,11,10
"0840",108,10,12,25,21,20,11,9
"0841",96,9,10,18,18,10,18,13
"0842",100,11,6,11,18,19,21,14
"0843",115,10,10,24,21,17,25,8
"0844",108,8,15,14,17,20,16,18
"0845",106,7,8,24,24,21,12,10
"0846",117,3,15,22,22,24,16,15
"0847",113,6,13,21,13,20,23,17
"0848",118,11,15,19,25,13,19,16
"0849",98,10,9,17,22,16,13,11
"0850",109,7,11,24,16,13,25,13
"0851",108,3,15,14,23,19,22,12
"0852",115,13,14,18,19,14,23,14
"0853",114,9,19,14,19,27,13,13
"0854",108,17,11,14,21,15,12,18
"0855",113,14,12,23,14,23,19,8
"0856",96,7,15,15,12,15,18,14
"0857",100,13,11,16,15,12,18,15
"0858",100,13,9,19,17,19,15,8
"0859",94,7,10,17,12,25,14,9
"0900",114,13,9,21,25,18,12,16
"0901",91,10,12,12,19,10,17,11
"0902",108,11,11,16,25,18,17,10
"0903",94,14,8,14,18,13,12,15
"0904",118,8,12,21,17,23,25,12
"0905",124,6,20,16,20,24,19,19
"0906",116,12,12,18,21,20,21,12
"0907",119,8,12,18,29,18,16,18
"0908",107,10,10,15,23,17,20,12
"0909",101,8,13,20,13,16,15,16
"0910",125,11,10,19,27,26,19,13
"0911",97,5,14,14,16,17,19,12
"0912",93,13,12,12,13,14,21,8
"0913",82,13,6,13,11,15,11,13
"0914",107,15,8,19,20,17,17,11
"0915",107,4,16,18,20,21,10,18
"0916",92,4,15,16,17,16,9,15
"0917",104,5,12,21,19,19,18,10
"0918",122,13,11,20,19,20,28,11
"0919",107,6,11,17,19,18,22,14
"0920",114,3,16,23,16,13,24,19
"0921",112,12,9,18,21,11,20,21
"0922",111,12,16,11,25,26,12,9
"0923",118,15,14,26,17,17,13,16
"0924",92,9,10,12,10,20,14,17
"0925",96,3,14,18,19,18,12,12
"0926",113,6,16,22,19,19,19,12
"0927",116,7,13,12,25,21,21,17
"0928",116,13,12,23,18,22,21,7
"0929",88,8,7,16,21,15,8,13
"0930",114,12,10,21,24,18,15,14
"0931",126,8,16,22,16,23,24,17
"0932",118,6,10,23,24,24,21,10
"0933",99,10,11,14,18,15,15,16
"0934",114,11,13,18,23,19,17,13
"0935",109,9,12,28,16,17,15,12
"0936",111,6,14,14,22,22,18,15
"0937",91,6,9,13,21,12,16,14
"0938",95,8,11,16,19,14,18,9
"0939",86,10,4,15,11,12,18,16
"0940",125,17,17,27,26,14,11,13
"0941",117,10,15,19,21,22,18,12
"0942",112,10,10,22,18,22,13,17
"0943",128,10,15,16,20,23,28,16
"0944",114,7,8,18,21,24,21,15
"0945",106,11,8,23,18,18,15,13
"0946",100,10,8,17,23,17,10,15
"0947",128,13,20,24,21,19,17,14
"0948",107,8,17,17,14,24,15,12
"0949",115,9,12,19,24,22,14,15
"0950",90,6,8,9,19,22,12,14
"0951",110,6,7,18,22,19,27,11
"0952",115,14,10,24,21,14,20,12
"0953",104,4,8,20,26,14,20,12
"0954",109,15,11,18,18,18,16,13
"0955",93,7,9,18,9,22,16,12
"0956",120,6,13,24,18,22,20,17
"0957",118,14,10,15,24,20,15,20
"0958",107,11,10,15,17,20,17,17
"0959",124,6,15,20,18,25,25,15
"1000",114,10,11,21,18,18,20,16
"1001",112,14,12,21,16,24,17,8
"1002",97,7,7,13,23,14,20,13
"1003",103,6,13,23,12,22,17,10
"1004",130,8,16,27,22,19,27,11
"1005",92,3,7,23,17,16,16,10
"1006",108,8,15,13,24,16,16,16
"1007",98,10,14,14,16,11,21,12
"1008",94,8,10,19,19,19,10,9
"1009",113,9,13,24,21,20,14,12
"1010",120,8,17,17,11,15,29,23
"1011",94,9,11,15,10,16,17,16
"1012",107,9,15,21,20,17,16,9
"1013",90,6,7,19,12,14,18,14
"1014",130,9,14,30,22,24,18,13
"1015",124,10,11,20,14,26,28,15
"1016",107,9,9,23,18,11,22,15
"1017",96,3,13,19,11,20,20,10
"1018",108,12,12,23,17,20,10,14
"1019",88,7,7,13,14,17,18,12
"1020",124,10,13,24,21,18,19,19
"1021",94,10,10,11,21,14,14,14
"1022",114,5,12,23,25,15,19,15
"1023",115,11,8,21,25,15,18,17
"1024",130,10,15,27,22,24,21,11
"1025",106,8,7,17,16,15,27,16
"1026",109,4,12,27,18,17,15,16
"1027",102,10,8,16,22,18,12,16
"1028",104,12,8,19,17,15,15,18
"1029",116,14,10,18,19,19,22,14
"1030",129,6,11,18,36,11,23,24
"1031",108,6,12,24,10,26,16,14
"1032",97,12,11,17,19,13,15,10
"1033",111,10,6,17,23,21,19,15
"1034",94,9,5,11,18,22,17,12
"1035",117,6,7,24,21,18,17,24
"1036",107,11,17,16,17,15,17,14
"1037",99,7,14,18,18,14,15,13
"1038",105,7,12,21,23,17,14,11
"1039",103,6,14,15,17,18,23,10
"1040",98,11,4,18,14,14,18,19
"1041",109,5,17,19,18,19,17,14
"1042",111,11,9,23,23,20,17,8
"1043",116,10,11,22,15,27,18,13
"1044",124,9,9,26,22,22,25,11
"1045",112,14,16,21,18,14,13,16
"1046",112,9,14,18,16,19,16,20
"1047",108,10,15,23,16,14,14,16
"1048",122,9,11,22,25,26,14,15
"1049",115,10,9,18,23,20,23,12
"1050",117,10,17,15,19,23,18,15
"1051",112,6,12,18,18,19,21,18
"1052",115,10,13,19,20,21,18,14
"1053",98,9,13,21,14,12,21,8
"1054",94,8,16,11,20,15,13,11
"1055",118,16,19,19,15,14,21,14
"1056",118,8,15,15,19,19,26,16
"1057",101,7,8,16,24,16,16,14
"1058",97,8,14,25,13,14,12,11
"1059",103,6,12,22,24,12,12,15
"1100",98,3,12,17,20,14,19,13
"1101",111,9,17,12,17,18,21,17
"1102",86,8,13,14,11,10,17,13
"1103",86,5,13,11,19,12,15,11
"1104",96,11,9,20,16,13,16,11
"1105",102,10,12,14,14,19,18,15
"1106",89,7,12,19,14,13,12,12
"1107",109,7,13,25,14,25,15,10
"1108",99,10,13,18,17,8,21,12
"1109",95,8,4,22,18,18,16,9
"1110",107,12,12,17,15,19,17,15
"1111",111,10,8,20,24,18,19,12
"1112",119,11,13,20,15,18,19,23
"1113",116,10,16,17,22,19,19,13
"1114",96,6,14,13,19,15,16,13
"1115",121,11,12,22,14,23,21,18
"1116",105,5,15,23,19,13,14,16
"1117",104,5,9,17,19,21,12,21
"1118",104,10,13,20,18,13,15,15
"1119",107,6,10,23,16,20,12,20
"1120",106,9,7,25,21,21,11,12
"1121",99,10,10,10,21,15,18,15
"1122",94,7,14,20,10,20,11,12
